title,stars
Ender's Game,"['Gavin Hood', '| ', '    Stars:', 'Harrison Ford, ', 'Asa Butterfield, ', 'Hailee Steinfeld, ', 'Abigail Breslin']"
God's Favorite Idiot,"['Melissa McCarthy, ', 'Ben Falcone, ', 'Usman Ally, ', 'Ana Scotney']"
Choose or Die,"['Toby Meakins', '| ', '    Stars:', 'Iola Evans, ', 'Asa Butterfield, ', 'Robert Englund, ', 'Angela Griffin']"
Moesha,"['Brandy Norwood, ', 'William Allen Young, ', 'Marcus T. Paulk, ', 'Lamont Bentley']"
Dirty John,"['Connie Britton, ', 'Christian Slater, ', 'Eric Bana, ', 'Amanda Peet']"
Unorthodox,"['Shira Haas, ', 'Amit Rahav, ', 'Jeff Wilbusch, ', 'Alex Reid']"
Indian Predator: The Butcher of Delhi,"['Altaf Hussain, ', 'Manjit Singh, ', 'Jitendra Sharma, ', 'Sanjay Bansal']"
Rango,"['Gore Verbinski', '| ', '    Stars:', 'Johnny Depp, ', 'Isla Fisher, ', 'Timothy Olyphant, ', 'Abigail Breslin']"
To All the Boys I've Loved Before,"['Susan Johnson', '| ', '    Stars:', 'Lana Condor, ', 'Noah Centineo, ', 'Janel Parrish, ', 'Anna Cathcart']"
Diorama,"['Tuva Novotny', '| ', '    Stars:', 'Claes Bang, ', 'Gustav Lindh, ', 'David Dencik, ', 'Pia Tjelta']"
Hannah Montana,"['Miley Cyrus, ', 'Emily Osment, ', 'Jason Earles, ', 'Billy Ray Cyrus']"
His House,"['Remi Weekes', '| ', '    Stars:', 'Sope Dirisu, ', 'Wunmi Mosaku, ', 'Malaika Wakoli-Abigaba, ', 'Matt Smith']"
You're Next,"['Adam Wingard', '| ', '    Stars:', 'Sharni Vinson, ', 'Joe Swanberg, ', 'AJ Bowen, ', 'Nicholas Tucci']"
Seoul Vibe,"['Hyun-Sung Moon', '| ', '    Stars:', 'Yoo Ah-in, ', 'Go Kyung-Pyo, ', 'Andrew Grace, ', 'Soomin Chun']"
Spy Kids,"['Robert Rodriguez', '| ', '    Stars:', 'Alexa PenaVega, ', 'Daryl Sabara, ', 'Antonio Banderas, ', 'Carla Gugino']"
I Am Not Okay with This,"['Sophia Lillis, ', 'Wyatt Oleff, ', 'Sofia Bryant, ', 'Kathleen Rose Perkins']"
Young Royals,"['Edvin Ryding, ', 'Omar Rudberg, ', 'Malte Gårdinger, ', 'Nikita Uggla']"
Flashdance,"['Adrian Lyne', '| ', '    Stars:', 'Jennifer Beals, ', 'Michael Nouri, ', 'Lilia Skala, ', 'Sunny Johnson']"
Eurovision Song Contest: The Story of Fire Saga,"['David Dobkin', '| ', '    Stars:', 'Will Ferrell, ', 'Rachel McAdams, ', 'Dan Stevens, ', 'Mikael Persbrandt']"
Gangubai Kathiawadi,"['Sanjay Leela Bhansali', '| ', '    Stars:', 'Alia Bhatt, ', 'Shantanu Maheshwari, ', 'Vijay Raaz, ', 'Indira Tiwari']"
Brand New Cherry Flavor,"['Rosa Salazar, ', 'Catherine Keener, ', 'Eric Lange, ', 'Jeff Ward']"
Impractical Jokers,"['James Murray, ', 'Brian Quinn, ', 'Sal Vulcano, ', 'Joe Gatto']"
Haikyu!!,"['Ayumu Murase, ', 'Kaito Ishikawa, ', 'Yu Hayashi, ', 'Satoshi Hino']"
It's Okay to Not Be Okay,"['Kim Soo-hyun, ', 'Seo Ye-Ji, ', 'Oh Jeong-Se, ', 'Park Gyuyoung']"
There's Someone Inside Your House,"['Patrick Brice', '| ', '    Stars:', 'Sydney Park, ', 'Théodore Pellerin, ', 'Asjha Cooper, ', 'Dale Whibley']"
Sweet Home,"['Song Kang, ', 'Lee Jin-Wook, ', 'Lee Si-young, ', 'Lee Do-Hyun']"
The Dictator,"['Larry Charles', '| ', '    Stars:', 'Sacha Baron Cohen, ', 'Anna Faris, ', 'John C. Reilly, ', 'Ben Kingsley']"
Peppa Pig,"['John Sparkes, ', 'Richard Ridings, ', 'Morwenna Banks, ', 'Oliver May']"
Love Hard,"['Hernan Jimenez', '| ', '    Stars:', 'Nina Dobrev, ', 'Jimmy O. Yang, ', 'Darren Barnet, ', 'James Saito']"
Hometown Cha-Cha-Cha,"['Shin Min-a, ', 'Kim Seon-Ho, ', 'Gina Su, ', 'Lee Bong-ryun']"
The Tourist,"['Florian Henckel von Donnersmarck', '| ', '    Stars:', 'Johnny Depp, ', 'Angelina Jolie, ', 'Paul Bettany, ', 'Timothy Dalton']"
Teen Titans Go!,"['Greg Cipes, ', 'Khary Payton, ', 'Scott Menville, ', 'Tara Strong']"
Set It Up,"['Claire Scanlon', '| ', '    Stars:', 'Zoey Deutch, ', 'Glen Powell, ', 'Lucy Liu, ', 'Taye Diggs']"
Happy!,"['Christopher Meloni, ', 'Ritchie Coster, ', 'Lili Mirojnick, ', 'Patton Oswalt']"
Home Team,"['Charles Kinnane, ', 'Daniel Kinnane', '| ', '    Stars:', 'Kevin James, ', 'Taylor Lautner, ', 'Rob Schneider, ', 'Jackie Sandler']"
H2O: Just Add Water,"['Cariba Heine, ', 'Phoebe Tonkin, ', 'Angus McLaren, ', 'Burgess Abernethy']"
Bill & Ted Face the Music,"['Dean Parisot', '| ', '    Stars:', 'Keanu Reeves, ', 'Alex Winter, ', 'Kristen Schaal, ', 'Samara Weaving']"
Untitled Kanye West Documentary,"['Coodie, ', 'Chike Ozah', '| ', '    Stars:', 'Ye, ', 'Kevin Bacon, ', 'Yasiin Bey, ', 'Big V']"
Scream: The TV Series,"['Willa Fitzgerald, ', 'Bex Taylor-Klaus, ', 'John Karna, ', 'Carlson Young']"
Z Nation,"['Russell Hodgkinson, ', 'Nat Zang, ', 'Keith Allan, ', 'Kellita Smith']"
Escape Plan,"['Mikael Håfström', '| ', '    Stars:', 'Sylvester Stallone, ', 'Arnold Schwarzenegger, ', '50 Cent, ', ""Vincent D'Onofrio""]"
Hellbound,"['Yoo Ah-in, ', 'Kim Hyun-joo, ', 'Jeong Min Park, ', 'Jin-ah Won']"
Mank,"['David Fincher', '| ', '    Stars:', 'Gary Oldman, ', 'Amanda Seyfried, ', 'Lily Collins, ', 'Tom Pelphrey']"
Sacred Games,"['Saif Ali Khan, ', 'Nawazuddin Siddiqui, ', 'Neeraj Kabi, ', 'Elnaaz Norouzi']"
In the Shadow of the Moon,"['Jim Mickle', '| ', '    Stars:', 'Boyd Holbrook, ', 'Cleopatra Coleman, ', 'Bokeem Woodbine, ', 'Michael C. Hall']"
Are You Afraid of the Dark?,"['Ross Hull, ', 'Daniel DeSanto, ', 'Raine Pare-Coull, ', 'Jodie Resther']"
News of the World,"['Paul Greengrass', '| ', '    Stars:', 'Tom Hanks, ', 'Helena Zengel, ', 'Tom Astor, ', 'Travis Johnson']"
The Meyerowitz Stories,"['Noah Baumbach', '| ', '    Stars:', 'Adam Sandler, ', 'Grace Van Patten, ', 'Dustin Hoffman, ', 'Elizabeth Marvel']"
The Windsors,"['Celeste Dring, ', 'Louise Ford, ', 'Hugh Skinner, ', 'Ellie White']"
Hemlock Grove,"['Famke Janssen, ', 'Bill Skarsgård, ', 'Landon Liboiron, ', 'Joel de la Fuente']"
The Mauritanian,"['Kevin Macdonald', '| ', '    Stars:', 'Tahar Rahim, ', 'Nouhe Hamady Bari, ', 'Saadna Hamoud, ', 'Mohamed Yeslem Mousse']"
Royalteen,"['Per-Olav Sørensen, ', 'Emilie Beck', '| ', '    Stars:', 'Ines Høysæter Asserson, ', 'Mathias Storhøi, ', 'Elli Rhiannon Müller Osborne, ', 'Veslemøy Mørkrid']"
Kota Factory,"['Mayur More, ', 'Jitendra Kumar, ', 'Ranjan Raj, ', 'Alam Khan']"
Honest Thief,"['Mark Williams', '| ', '    Stars:', 'Liam Neeson, ', 'Kate Walsh, ', 'Jai Courtney, ', 'Jeffrey Donovan']"
How It Ends,"['David M. Rosenthal', '| ', '    Stars:', 'Theo James, ', 'Kat Graham, ', 'Nancy Sorel, ', 'Nicole Ari Parker']"
Triple 9,"['John Hillcoat', '| ', '    Stars:', 'Casey Affleck, ', 'Chiwetel Ejiofor, ', 'Anthony Mackie, ', 'Aaron Paul']"
Too Hot to Handle,"['Desiree Burch, ', 'Melinda Melrose, ', 'Carly Lawrence, ', 'Chase de Moor']"
Pain Hustlers,"['David Yates', '| ', '    Stars:', 'Chris Evans, ', 'Emily Blunt, ', ""Catherine O'Hara, "", 'Andy Garcia']"
My Name,"['Hee-soon Park, ', 'Ahn Bo-Hyun, ', 'Han So-hee, ', 'Kim Sang-Ho']"
Parallel Mothers,"['Pedro Almodóvar', '| ', '    Stars:', 'Penélope Cruz, ', 'Milena Smit, ', 'Israel Elejalde, ', 'Aitana Sánchez-Gijón']"
Clickbait,"['Zoe Kazan, ', 'Betty Gabriel, ', 'Phoenix Raei, ', 'Adrian Grenier']"
The Little Mermaid,"['Blake Harris, ', 'Chris Bouchard', '| ', '    Stars:', 'William Moseley, ', 'Poppy Drayton, ', 'Loreto Peralta, ', 'Armando Gutierrez']"
The Innocent,"['Mario Casas, ', 'Xavi Sáez, ', 'Santi Pons, ', 'Sam Feuer']"
Till Death,"['S.K. Dale', '| ', '    Stars:', 'Megan Fox, ', 'Eoin Macken, ', 'Callan Mulvey, ', 'Jack Roth']"
Criminal: UK,"['Katherine Kelly, ', 'Lee Ingleby, ', 'Rochenda Sandall, ', 'Shubham Saraf']"
Master of None,"['Aziz Ansari, ', 'Eric Wareheim, ', 'Lena Waithe, ', 'Noël Wells']"
Knightfall,"['Tom Cullen, ', 'Pádraic Delaney, ', 'Simon Merrells, ', 'Julian Ovenden']"
The Babysitter: Killer Queen,"['McG', '| ', '    Stars:', 'Judah Lewis, ', 'Samara Weaving, ', 'Jenna Ortega, ', 'Emily Alyn Lind']"
The King's Affection,"['Park Eun-bin, ', 'Kim Ro Woon, ', 'Nam Yoon-Su, ', 'Byungchan']"
Easy,"['Michael Chernus, ', 'Jane Adams, ', 'Elizabeth Reaser, ', 'Jacqueline Toboni']"
Party of Five,"['Matthew Fox, ', 'Scott Wolf, ', 'Neve Campbell, ', 'Lacey Chabert']"
Living with Yourself,"['Paul Rudd, ', 'Aisling Bea, ', 'Ali Akbar Sepahi, ', 'Desmin Borges']"
The Last Letter from Your Lover,"['Augustine Frizzell', '| ', '    Stars:', 'Shailene Woodley, ', 'Joe Alwyn, ', 'Wendy Nottingham, ', 'Felicity Jones']"
Jupiter's Legacy,"['Josh Duhamel, ', 'Ben Daniels, ', 'Leslie Bibb, ', 'Andrew Horton']"
Tokyo Revengers,"['Griffin Puatu, ', ""Darren O'Hare, "", 'Tatsuhisa Suzuki, ', 'Yu Hayashi']"
Sword Art Online,"['Yoshitsugu Matsuoka, ', 'Haruka Tomatsu, ', 'Bryce Papenbrook, ', 'Cherami Leigh']"
Okja,"['Bong Joon Ho', '| ', '    Stars:', 'Tilda Swinton, ', 'Paul Dano, ', 'Seo-hyun Ahn, ', 'Jake Gyllenhaal']"
Another Life,"['Katee Sackhoff, ', 'Samuel Anderson, ', 'A.J. Rivera, ', 'JayR Tinaco']"
The Musketeers,"['Luke Pasqualino, ', 'Tom Burke, ', 'Santiago Cabrera, ', 'Howard Charles']"
MILF,"['Axelle Laffont', '| ', '    Stars:', 'Marie-Josée Croze, ', 'Virginie Ledoyen, ', 'Axelle Laffont, ', 'Waël Sersoub']"
Steins;Gate,"['Mamoru Miyano, ', 'Asami Imai, ', 'Kana Hanazawa, ', 'Ashly Burch']"
Roma,"['Alfonso Cuarón', '| ', '    Stars:', 'Yalitza Aparicio, ', 'Marina de Tavira, ', 'Diego Cortina Autrey, ', 'Carlos Peralta']"
The Thundermans,"['Kira Kosarin, ', 'Jack Griffo, ', 'Addison Riecke, ', 'Diego Velazquez']"
Homefront,"['Gary Fleder', '| ', '    Stars:', 'Jason Statham, ', 'James Franco, ', 'Winona Ryder, ', 'Kate Bosworth']"
The Politician,"['Ben Platt, ', 'Zoey Deutch, ', 'Lucy Boynton, ', 'Julia Schlaepfer']"
The Guernsey Literary and Potato Peel Pie Society,"['Mike Newell', '| ', '    Stars:', 'Jessica Brown Findlay, ', 'Tom Courtenay, ', 'Michiel Huisman, ', 'Katherine Parkinson']"
Cosmos: A Spacetime Odyssey,"['Neil deGrasse Tyson, ', 'Christopher Emerson, ', 'Keythe Farley, ', 'Piotr Michael']"
The Hand of God,"['Paolo Sorrentino', '| ', '    Stars:', 'Filippo Scotti, ', 'Toni Servillo, ', 'Teresa Saponangelo, ', 'Marlon Joubert']"
The Dig,"['Simon Stone', '| ', '    Stars:', 'Carey Mulligan, ', 'Ralph Fiennes, ', 'Lily James, ', 'Johnny Flynn']"
The Ten Commandments,"['Cecil B. DeMille', '| ', '    Stars:', 'Charlton Heston, ', 'Yul Brynner, ', 'Anne Baxter, ', 'Edward G. Robinson']"
Hotel Mumbai,"['Anthony Maras', '| ', '    Stars:', 'Dev Patel, ', 'Armie Hammer, ', 'Nazanin Boniadi, ', 'Anupam Kher']"
Southpaw,"['Antoine Fuqua', '| ', '    Stars:', 'Jake Gyllenhaal, ', 'Rachel McAdams, ', 'Oona Laurence, ', 'Forest Whitaker']"
Safe,"['Michael C. Hall, ', 'Amy James-Kelly, ', 'Amanda Abbington, ', 'Freddie Thorp']"
Twenty Five Twenty One,"['Nam Joo-hyuk, ', 'Kim Ji-yeon, ', 'Choi Hyun-wook, ', 'Lee Joo-myung']"
Young Guns II,"['Geoff Murphy', '| ', '    Stars:', 'Emilio Estevez, ', 'Kiefer Sutherland, ', 'Lou Diamond Phillips, ', 'Christian Slater']"
Flower of Evil,"['Lee Joon-Gi, ', 'Moon Chae-Won, ', 'Seo Hyun-woo, ', 'Choi Dae-hoon']"
Maggie,"['Henry Hobson', '| ', '    Stars:', 'Arnold Schwarzenegger, ', 'Abigail Breslin, ', 'Joely Richardson, ', 'Laura Cayouette']"
Once Upon a Small Town,"['Young Woo Chu, ', 'Jung Suk-yong, ', 'Na Chul, ', 'Baek Sung-Chul']"
Salem,"['Janet Montgomery, ', 'Shane West, ', 'Seth Gabel, ', 'Tamzin Merchant']"
Revenge,"['Coralie Fargeat', '| ', '    Stars:', 'Matilda Anna Ingrid Lutz, ', 'Kevin Janssens, ', 'Vincent Colombe, ', 'Guillaume Bouchède']"
Pixels,"['Chris Columbus', '| ', '    Stars:', 'Adam Sandler, ', 'Kevin James, ', 'Michelle Monaghan, ', 'Peter Dinklage']"
Step Up,"['Anne Fletcher', '| ', '    Stars:', 'Channing Tatum, ', 'Jenna Dewan, ', 'Damaine Radcliff, ', ""De'Shawn Washington""]"
She,"['Aditi Sudhir Pohankar, ', 'Vishwas Kini, ', 'Shivani Rangole, ', 'Dawood Khan']"
Guardian: The Lonely and Great God,"['Gong Yoo, ', 'Kim Go-eun, ', 'Lee Dong-Wook, ', 'Yoo In-Na']"
Pose,"['Michaela Jaé (MJ) Rodriguez, ', 'Dominique Jackson, ', 'Indya Moore, ', 'Angel Bismark Curiel']"
Tommy Boy,"['Peter Segal', '| ', '    Stars:', 'Chris Farley, ', 'David Spade, ', 'Brian Dennehy, ', 'Bo Derek']"
ZeroZeroZero,"['Andrea Riseborough, ', 'Dane DeHaan, ', 'Giuseppe De Domenico, ', 'Harold Torres']"
Gypsy,"['Naomi Watts, ', 'Billy Crudup, ', 'Sophie Cookson, ', 'Karl Glusman']"
The Challenge,"['T.J. Lavin, ', ""Chris 'C.T.' Tamburello, "", ""Johnny 'Bananas' Devenanzio, "", 'Aneesa Ferreira']"
I Am All Girls,"['Donovan Marsh', '| ', '    Stars:', 'Erica Wessels, ', 'Hlubi Mboya, ', 'Leshego Molokwane, ', 'Nomvelo Makhanya']"
Dark Places,"['Gilles Paquet-Brenner', '| ', '    Stars:', 'Charlize Theron, ', 'Nicholas Hoult, ', 'Christina Hendricks, ', 'Chloë Grace Moretz']"
Mushoku Tensei: Jobless Reincarnation,"['Yumi Uchiyama, ', 'Tomokazu Sugita, ', 'Amber Lee Connors, ', 'Ai Kakuma']"
Jaws 2,"['Jeannot Szwarc', '| ', '    Stars:', 'Roy Scheider, ', 'Lorraine Gary, ', 'Murray Hamilton, ', 'Joseph Mascolo']"
Hollywood,"['David Corenswet, ', 'Darren Criss, ', 'Laura Harrier, ', 'Joe Mantello']"
Kaguya-sama: Love is War,"['Aoi Koga, ', 'Makoto Furukawa, ', 'Konomi Kohara, ', 'Yutaka Aoyama']"
Jamtara: Sabka Number Ayega,"['Amit Sial, ', 'Sparsh Srivastav, ', 'Monika Panwar, ', 'Anshuman Pushkar']"
Running with the Devil: The Wild World of John McAfee,"['Charlie Russell', '| ', '    Stars:', 'Dean Barrow, ', 'Rocco Castoro, ', 'Neil Cavuto, ', 'Janice Dyson']"
Blood Red Sky,"['Peter Thorwarth', '| ', '    Stars:', 'Peri Baumeister, ', 'Carl Anton Koch, ', 'Alexander Scheer, ', 'Kais Setti']"
Selling Sunset,"['Mary Fitzgerald, ', 'Chrishell Stause, ', 'Christine Quinn, ', 'Brett Oppenheim']"
The Lucky One,"['Scott Hicks', '| ', '    Stars:', 'Zac Efron, ', 'Taylor Schilling, ', 'Blythe Danner, ', 'Riley Thomas Stewart']"
F Is for Family,"['Bill Burr, ', 'Laura Dern, ', 'Justin Long, ', 'Debi Derryberry']"
Stowaway,"['Joe Penna', '| ', '    Stars:', 'Anna Kendrick, ', 'Daniel Dae Kim, ', 'Shamier Anderson, ', 'Toni Collette']"
Dirk Gently's Holistic Detective Agency,"['Samuel Barnett, ', 'Elijah Wood, ', 'Hannah Marks, ', 'Jade Eshete']"
Formula 1: Drive to Survive,"['Will Buxton, ', 'Jack Nicholls, ', 'Lewis Hamilton, ', 'Charles Leclerc']"
Apostle,"['Gareth Evans', '| ', '    Stars:', 'Dan Stevens, ', 'Richard Elfyn, ', 'Paul Higgins, ', 'Bill Milner']"
CHIPS,"['Dax Shepard', '| ', '    Stars:', 'Michael Peña, ', 'Dax Shepard, ', ""Vincent D'Onofrio, "", 'Rosa Salazar']"
The Protector,"['Çagatay Ulusoy, ', 'Hazar Ergüçlü, ', 'Okan Yalabik, ', 'Burçin Terzioglu']"
Rise of the Teenage Mutant Ninja Turtles: The Movie,"['Andy Suriano, ', 'Ant Ward', '| ', '    Stars:', 'Kat Graham, ', 'Haley Joel Osment, ', 'Ben Schwartz, ', 'Toks Olagundoye']"
Finding Dory,"['Andrew Stanton, ', 'Angus MacLane', '| ', '    Stars:', 'Ellen DeGeneres, ', 'Albert Brooks, ', ""Ed O'Neill, "", 'Kaitlin Olson']"
The Next Three Days,"['Paul Haggis', '| ', '    Stars:', 'Russell Crowe, ', 'Elizabeth Banks, ', 'Liam Neeson, ', 'Michael Buie']"
Human Resources,"['Aidy Bryant, ', 'Randall Park, ', 'Keke Palmer, ', 'David Thewlis']"
101 Dalmatians,"['Stephen Herek', '| ', '    Stars:', 'Glenn Close, ', 'Jeff Daniels, ', 'Joely Richardson, ', 'Joan Plowright']"
Desperado,"['Robert Rodriguez', '| ', '    Stars:', 'Antonio Banderas, ', 'Salma Hayek, ', 'Joaquim de Almeida, ', 'Cheech Marin']"
Vivo,"['Kirk DeMicco, ', 'Brandon Jeffords', '| ', '    Stars:', 'Lin-Manuel Miranda, ', 'Ynairaly Simo, ', 'Zoe Saldana, ', 'Juan de Marcos González']"
Deepwater Horizon,"['Peter Berg', '| ', '    Stars:', 'Mark Wahlberg, ', 'Kurt Russell, ', 'Douglas M. Griffin, ', 'James DuMont']"
Goosebumps,"['R.L. Stine, ', 'Kathryn Short, ', 'Cody Jones, ', 'Scott Wickware']"
Out of the Furnace,"['Scott Cooper', '| ', '    Stars:', 'Christian Bale, ', 'Casey Affleck, ', 'Zoe Saldana, ', 'Woody Harrelson']"
The Promised Neverland,"['Sumire Morohoshi, ', 'Mariya Ise, ', 'Shinei Ueki, ', 'Lynn']"
Everything Sucks!,"[""Jahi Di'Allo Winston, "", 'Peyton Kennedy, ', 'Patch Darragh, ', 'Claudine Mboligikpelani Nako']"
Inside the Mind of a Cat,"['Andy Mitchell', '| ', '    Stars:', 'Neil Wilson, ', 'Bruce Kornriech, ', 'Kristyn Vitale, ', 'Saho Takagi']"
The Defeated,"['Taylor Kitsch, ', 'Michael C. Hall, ', 'Logan Marshall-Green, ', 'Nina Hoss']"
The Ugly Truth,"['Robert Luketic', '| ', '    Stars:', 'Katherine Heigl, ', 'Gerard Butler, ', 'Bree Turner, ', 'Eric Winter']"
The Suite Life of Zack & Cody,"['Cole Sprouse, ', 'Dylan Sprouse, ', 'Brenda Song, ', 'Ashley Tisdale']"
Nanatsu no taizai,"['Bryce Papenbrook, ', 'Erika Harlacher, ', 'Max Mittelman, ', 'Cristina Valenzuela']"
Alias Grace,"['Sarah Gadon, ', 'Edward Holcroft, ', 'Rebecca Liddiard, ', 'Zachary Levi']"
The DUFF,"['Ari Sandel', '| ', '    Stars:', 'Mae Whitman, ', 'Bella Thorne, ', 'Robbie Amell, ', 'Allison Janney']"
Toscana,"['Mehdi Avaz', '| ', '    Stars:', ""Cristiana Dell'Anna, "", 'Brian Flaccus, ', 'Ghita Nørby, ', 'Nancy Linari']"
Kung Fu Panda 3,"['Alessandro Carloni, ', 'Jennifer Yuh Nelson', '| ', '    Stars:', 'Jack Black, ', 'Bryan Cranston, ', 'Dustin Hoffman, ', 'Angelina Jolie']"
Keeping Up with the Kardashians,"['Khloé Kardashian, ', 'Kim Kardashian, ', 'Kourtney Kardashian, ', 'Kris Jenner']"
Vikingane,"['Kåre Conradi, ', 'Nils Jørgen Kaalstad, ', 'Jon Øigarden, ', 'Bjørn Myrene']"
Rise of the Teenage Mutant Ninja Turtles,"['Ben Schwartz, ', 'Brandon Mychal Smith, ', 'Omar Benson Miller, ', 'Josh Brener']"
Verónica,"['Paco Plaza', '| ', '    Stars:', 'Sandra Escacena, ', 'Bruna González, ', 'Claudia Placer, ', 'Iván Chavero']"
The Quick and the Dead,"['Sam Raimi', '| ', '    Stars:', 'Sharon Stone, ', 'Gene Hackman, ', 'Russell Crowe, ', 'Leonardo DiCaprio']"
Death Note,"['Adam Wingard', '| ', '    Stars:', 'Nat Wolff, ', 'LaKeith Stanfield, ', 'Margaret Qualley, ', 'Shea Whigham']"
Shattered,"['Luis Prieto', '| ', '    Stars:', 'Cameron Monaghan, ', 'Sasha Luss, ', 'Ridley Asha Bateman, ', 'Lilly Krug']"
The Midnight Sky,"['George Clooney', '| ', '    Stars:', 'George Clooney, ', 'Felicity Jones, ', 'David Oyelowo, ', 'Caoilinn Springall']"
Force of Nature,"['Michael Polish', '| ', '    Stars:', 'Emile Hirsch, ', 'Mel Gibson, ', 'David Zayas, ', 'Kate Bosworth']"
Scary Movie V,"['Malcolm D. Lee, ', 'David Zucker', '| ', '    Stars:', 'Simon Rex, ', 'Ashley Tisdale, ', 'Charlie Sheen, ', 'Lindsay Lohan']"
How to Train Your Dragon: The Hidden World,"['Dean DeBlois', '| ', '    Stars:', 'Jay Baruchel, ', 'America Ferrera, ', 'F. Murray Abraham, ', 'Cate Blanchett']"
Coroner,"['Serinda Swan, ', 'Roger Cross, ', 'Kiley May, ', 'Ehren Kassam']"
Vis a vis,"['Alba Flores, ', 'María Isabel Díaz Lago, ', 'Marta Aledo, ', 'Najwa Nimri']"
Death Wish,"['Eli Roth', '| ', '    Stars:', 'Bruce Willis, ', ""Vincent D'Onofrio, "", 'Elisabeth Shue, ', 'Camila Morrone']"
Oz the Great and Powerful,"['Sam Raimi', '| ', '    Stars:', 'James Franco, ', 'Michelle Williams, ', 'Rachel Weisz, ', 'Mila Kunis']"
Sand Castle,"['Fernando Coimbra', '| ', '    Stars:', 'Nicholas Hoult, ', 'Logan Marshall-Green, ', 'Henry Cavill, ', 'Glen Powell']"
Easy Rider,"['Dennis Hopper', '| ', '    Stars:', 'Peter Fonda, ', 'Dennis Hopper, ', 'Jack Nicholson, ', 'Antonio Mendoza']"
Torchwood,"['John Barrowman, ', 'Eve Myles, ', 'Kai Owen, ', 'Gareth David-Lloyd']"
Malcolm & Marie,"['Sam Levinson', '| ', '    Stars:', 'John David Washington, ', 'Zendaya']"
Ponyo,"['Hayao Miyazaki', '| ', '    Stars:', 'Cate Blanchett, ', 'Matt Damon, ', 'Liam Neeson, ', 'Tomoko Yamaguchi']"
Hypnotic,"['Matt Angel, ', 'Suzanne Coote', '| ', '    Stars:', 'Kate Siegel, ', ""Jason O'Mara, "", 'Dulé Hill, ', 'Lucie Guest']"
Holidate,"['John Whitesell', '| ', '    Stars:', 'Emma Roberts, ', 'Luke Bracey, ', 'Kristin Chenoweth, ', 'Frances Fisher']"
"Boo, Bitch","['Lana Condor, ', 'Zoe Margaret Colletti, ', 'Mason Versaw, ', 'Aparna Brielle']"
3%,"['Bianca Comparato, ', 'Vaneza Oliveira, ', 'Rodolfo Valente, ', 'Zezé Motta']"
The In Between,"['Arie Posin', '| ', '    Stars:', 'Joey King, ', 'Kyle Allen, ', 'Kim Dickens, ', 'John Ortiz']"
College Romance,"['Apoorva Arora, ', 'Keshav Sadhna, ', 'Gagan Arora, ', 'Shreya Mehta']"
The Silent Sea,"['Bae Doona, ', 'Gong Yoo, ', 'Joon Lee, ', 'Kim Sun-young']"
Cursed,"['Katherine Langford, ', 'Devon Terrell, ', 'Gustaf Skarsgård, ', 'Daniel Sharman']"
I See You,"['Adam Randall', '| ', '    Stars:', 'Helen Hunt, ', 'Jon Tenney, ', 'Owen Teague, ', 'Judah Lewis']"
What/If,"['Jane Levy, ', 'Blake Jenner, ', 'Keith Powers, ', 'Samantha Marie Ware']"
We Can Be Heroes,"['Robert Rodriguez', '| ', '    Stars:', 'YaYa Gosselin, ', 'Pedro Pascal, ', 'Priyanka Chopra Jonas, ', 'Lyon Daniels']"
Descendants of the Sun,"['Song Joong-ki, ', 'Song Hye-Kyo, ', 'Jin Goo, ', 'Kim Ji-Won']"
Begin Again,"['John Carney', '| ', '    Stars:', 'Keira Knightley, ', 'Mark Ruffalo, ', 'Adam Levine, ', 'Hailee Steinfeld']"
The Human Centipede 2 (Full Sequence),"['Tom Six', '| ', '    Stars:', 'Laurence R. Harvey, ', 'Ashlynn Yennie, ', 'Maddi Black, ', 'Kandace Caine']"
The Croods,"['Kirk DeMicco, ', 'Chris Sanders', '| ', '    Stars:', 'Nicolas Cage, ', 'Ryan Reynolds, ', 'Emma Stone, ', 'Catherine Keener']"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"['Paris Barclay', '| ', '    Stars:', 'Shawn Wayans, ', 'Marlon Wayans, ', 'Keenen Ivory Wayans, ', 'Tracey Cherelle Jones']"
Money Heist: Korea - Joint Economic Area,"['Lee Si-woo, ', 'Eugene Ko, ', 'Park Hae-soo, ', 'Yunjin Kim']"
Mirage,"['Oriol Paulo', '| ', '    Stars:', 'Adriana Ugarte, ', 'Chino Darín, ', 'Javier Gutiérrez, ', 'Álvaro Morte']"
Baki,"['Tôru Furuya, ', 'Kirk Thornton, ', 'Troy Baker, ', 'Nobunaga Shimazaki']"
Project Power,"['Henry Joost, ', 'Ariel Schulman', '| ', '    Stars:', 'Jamie Foxx, ', 'Joseph Gordon-Levitt, ', 'Dominique Fishback, ', 'Rodrigo Santoro']"
Call My Agent!,"['Camille Cottin, ', 'Thibault de Montalembert, ', 'Grégory Montel, ', 'Liliane Rovère']"
To the Lake,"['Kirill Käro, ', 'Maryana Spivak, ', 'Natalya Zemtsova, ', 'Eldar Kalimulin']"
Erased,"['Ben Diskin, ', 'Tao Tsuchiya, ', 'Michelle Ruff, ', 'Minami Takayama']"
The Cloverfield Paradox,"['Julius Onah', '| ', '    Stars:', 'Gugu Mbatha-Raw, ', 'David Oyelowo, ', 'Daniel Brühl, ', 'John Ortiz']"
Messiah,"['Michelle Monaghan, ', 'Mehdi Dehbi, ', 'John Ortiz, ', 'Tomer Sisley']"
